source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,target_type,target_unit,target_data_type,transformation_rule
loop_dose_bl,diureticumyn,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,binary_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
loop_at_bl,dosisfrequentiediuretica,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
loop_at_bl,dosisdiuretica,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
loop_at_bl,doseringdiuretica,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,qualitative_variable,milligram,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
loop_at_bl,dagdosisdiuretica,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
loop_at_bl,furosemide_equivalent,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,milligram,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
loop_at_bl,diuretica,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
loop_at_bl,diureticumyn,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
aspirin_bl,antistolling,1112807,21600961,rxnorm:1191,aspirin,atc:b01a,antithrombotic agents,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
cad,ritme,4187067,44784217,snomed:414024009,disorder of coronary artery,snomed:698247007,cardiac arrhythmia,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,str,"For harmonization, convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question"
cad,oorzaakhf_overigeritmestoornissen,4187067,44784217,snomed:414024009,disorder of coronary artery,snomed:698247007,cardiac arrhythmia,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
cad,oorzaakhf_kleplijden,4187067,4281749,snomed:414024009,disorder of coronary artery,snomed:368009,heart valve disorder,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
chronischvenöseinsuffizienz,ischemisch,321596,4200991,snomed:20696009,peripheral venous insufficiency,snomed:52674009,ischemia,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
dcm,oorzaakhf_overigecmp,4163710,321319,snomed:399020009,dilated cardiomyopathy,snomed:85898001,cardiomyopathy,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
dcm,non_ischemisch_cmp,4163710,321319,snomed:399020009,dilated cardiomyopathy,snomed:85898001,cardiomyopathy,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
