source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,source_visit,target_visit,transformation_rule,source_type,source_unit,source_data_type,source_categories_labels,source_original_categories,target_type,target_unit,target_data_type,target_categories_labels,target_original_categories,mapping type,harmonization_status
v1bb,f3_dateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,other; nebivolol; atenolol; metoprolol; no; carvedilol; bucindolol; bisoprolol,9; 5; 4; 3; 0; 2; 6; 1,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
v1bb,f3_ateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,other; nebivolol; atenolol; metoprolol; no; carvedilol; bucindolol; bisoprolol,9; 5; 4; 3; 0; 2; 6; 1,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
dosebbv18,f7_ateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
dosebbv18,f7_dateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Unit conversion in dataset required from ucum:% to ucum:mg (or vice versa).""}",continuous_variable,ucum:%,float,,,continuous_variable,ucum:mg,float,,,graph hierarchy match,Complete Match (Compatible)
dosebbv6,f5_ateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
dosebbv6,f5_dateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Unit conversion in dataset required from ucum:% to ucum:mg (or vice versa).""}",continuous_variable,ucum:%,float,,,continuous_variable,ucum:mg,float,,,graph hierarchy match,Complete Match (Compatible)
bbadjbl,dateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,baseline time,baseline time,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,more than once; reduced; no; once; other; medication stopped - side effect; stop,2; 3; 0; 1; 6; 5; 4,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
bbadjbl,ateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,baseline time,baseline time,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,more than once; reduced; no; once; other; medication stopped - side effect; stop,2; 3; 0; 1; 6; 5; 4,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
bbadj3,f4_ateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,stop; reduced; once; no; medication stopped - side effect; more than once; other,4; 3; 1; 0; 5; 2; 6,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
bbadj3,f4_dateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,stop; reduced; once; no; medication stopped - side effect; more than once; other,4; 3; 1; 0; 5; 2; 6,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
bb_at_v1,f3_dateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,yes; no,1; 0,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
bb_at_v1,f3_ateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Complete Match (Identical)
v18bb,f7_ateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,nebivolol; bucindolol; no; other; bisoprolol; carvedilol; atenolol; metoprolol,5; 6; 0; 9; 1; 2; 4; 3,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
v18bb,f7_dateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,nebivolol; bucindolol; no; other; bisoprolol; carvedilol; atenolol; metoprolol,5; 6; 0; 9; 1; 2; 4; 3,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
v12bb,f6_ateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,carvedilol; atenolol; bucindolol; bisoprolol; metoprolol; nebivolol; other; no,2; 4; 6; 1; 3; 5; 9; 0,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
v12bb,f6_dateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,carvedilol; atenolol; bucindolol; bisoprolol; metoprolol; nebivolol; other; no,2; 4; 6; 1; 3; 5; 9; 0,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
bb_at_v18,f7_ateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Complete Match (Identical)
bb_at_v18,f7_dateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,yes; no,1; 0,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
bb_at_v6,f5_ateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Complete Match (Identical)
bb_at_v6,f5_dateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,yes; no,1; 0,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
dosebbv1,f3_dateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Unit conversion in dataset required from ucum:% to ucum:mg (or vice versa).""}",continuous_variable,ucum:%,float,,,continuous_variable,ucum:mg,float,,,graph hierarchy match,Complete Match (Compatible)
dosebbv1,f3_ateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
bbadj6,f5_ateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,more than once; no; stop; once; other; medication stopped - side effect; reduced,2; 0; 4; 1; 6; 5; 3,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
bbadj6,f5_dateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,more than once; no; stop; once; other; medication stopped - side effect; reduced,2; 0; 4; 1; 6; 5; 3,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
v3bb,f4_ateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,carvedilol; metoprolol; bucindolol; other; bisoprolol; no; atenolol; nebivolol,2; 3; 6; 9; 1; 0; 4; 5,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
v3bb,f4_dateno,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,carvedilol; metoprolol; bucindolol; other; bisoprolol; no; atenolol; nebivolol,2; 3; 6; 9; 1; 0; 4; 5,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
dosebbbl,dbisopro,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,baseline time,baseline time,"{""description"": ""Unit conversion in dataset required from ucum:% to ucum:mg (or vice versa).""}",continuous_variable,ucum:%,float,,,continuous_variable,ucum:mg,float,,,graph hierarchy match,Complete Match (Compatible)
dosebbbl,bisopro,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,baseline time,baseline time,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
bb_at_v3,f4_bisopro,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Complete Match (Identical)
bb_at_v3,f4_dbisopro,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,yes; no,1; 0,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
bbadj12,f6_bisopro,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,other; stop; medication stopped - side effect; once; no; reduced; more than once,6; 4; 5; 1; 0; 3; 2,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
bbadj12,f6_dbisopro,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,other; stop; medication stopped - side effect; once; no; reduced; more than once,6; 4; 5; 1; 0; 3; 2,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
bb_at_bl,dbisopro,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,baseline time,baseline time,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,yes; no,1; 0,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
bb_at_bl,bisopro,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,baseline time,baseline time,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Complete Match (Identical)
bb_at_v12,f6_bisopro,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,no; yes,0; 1,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Complete Match (Identical)
bb_at_v12,f6_dbisopro,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,no; yes,0; 1,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
v6bb,f5_dbisopro,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,bisoprolol; carvedilol; nebivolol; other; bucindolol; atenolol; no; metoprolol,1; 2; 5; 9; 6; 4; 0; 3,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
v6bb,f5_bisopro,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,bisoprolol; carvedilol; nebivolol; other; bucindolol; atenolol; no; metoprolol,1; 2; 5; 9; 6; 4; 0; 3,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
