source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,source_categories,target_type,target_unit,target_data_type,target_categories,transformation_rule
dosefurobl,gm_adiud4,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,fm_adiud1,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,gm_adiuw,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,hm_adiud3,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,dm_adiud3,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,gm_adiud1,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,hm_adiud4,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,em_adiud1,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,dm_adiuw,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
qt,ie_qt,4116637.0,4216826.0,snomed:301117000,qt interval duration,snomed:81435004,qt interval feature,measurement,semantic match,baseline time,baseline time,continuous_variable,millisecond,int,,continuous_variable,millisecond,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
qt,ge_qt,4116637.0,4216826.0,snomed:301117000,qt interval duration,snomed:81435004,qt interval feature,measurement,semantic match,baseline time,baseline time,continuous_variable,millisecond,int,,continuous_variable,millisecond,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
qt,fe_qt,4116637.0,4216826.0,snomed:301117000,qt interval duration,snomed:81435004,qt interval feature,measurement,semantic match,baseline time,baseline time,continuous_variable,millisecond,int,,continuous_variable,millisecond,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
diuadjbl,em_diud3,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,bm_diu2d1,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,fm_diud4,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,im_diuw2,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,qualitative_variable,,str,,"{""rule"": ""Map structured categorical codes to consistent text labels. Requires normalization. Only suitable for qualitative fields with finite, structured values."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,bm_diu2d3,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,im_diud1,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,im_diuw,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,qualitative_variable,,str,,"{""rule"": ""Map structured categorical codes to consistent text labels. Requires normalization. Only suitable for qualitative fields with finite, structured values."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,hm_diu2d3,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,em_diuw,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,qualitative_variable,,str,,"{""rule"": ""Map structured categorical codes to consistent text labels. Requires normalization. Only suitable for qualitative fields with finite, structured values."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,em_diuw2,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,qualitative_variable,,str,,"{""rule"": ""Map structured categorical codes to consistent text labels. Requires normalization. Only suitable for qualitative fields with finite, structured values."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,em_diud4,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,em_diu2d4,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,hm_diud4,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,bm_diuw,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,qualitative_variable,,str,,"{""rule"": ""Map structured categorical codes to consistent text labels. Requires normalization. Only suitable for qualitative fields with finite, structured values."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,im_diu2d2,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
diuadjbl,gm_diu2d3,21601461.0,21601516.0,atc:c03,diuretics,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,other; no; more than once; once; stop; medication stopped - side effect; reduced,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""other; no; more than once; once; stop; medication stopped - side effect; reduced"", ""target_categories"": """"}"
